user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,sentiments,clean_text
💯•SARAH•MANN,London,"Culture junkie & nerdette. Transcendentally boring/bored. Fat, phat and all-round good value pound for pound.",2009-12-03 11:51:22,741,1586,6964,False,2020-07-25 09:35:57,So... R-rating In Southern England has crept up to 1.... #COVID19 #JustSaying https://t.co/oAGJvtejjB,"['COVID19', 'JustSaying']",Twitter for iPhone,False,neutral,"['rrating', 'southern', 'england', 'creep', 'covid', 'justsaying']"
Journal Of The BraveSoul,Lekki Peninsula,"📖♥Learn from yesterday, live for today, hope for tomorrow. Suicide not an option. The coward sneaks to death; the BRAVE live on.💪🏾",2020-03-09 16:04:31,130,136,323,False,2020-08-09 07:13:56,"😊
#SundayMorning #sundayvibes
#SundayThoughts #SundayService #BBNaijialockdown2020 #COVID19
Thanksgiving Almighty G… https://t.co/g6ElniNOJo","['SundayMorning', 'sundayvibes', 'SundayThoughts', 'SundayService', 'BBNaijialockdown2020', 'COVID19']",Twitter for Android,False,neutral,"['sundaymorning', 'sundayvibes', 'sundaythoughts', 'sundayservice', 'bbnaijialockdown', 'covid', 'thanksgiving', 'almighty', 'g']"
ESCWA,Arab Region,The United Nations Economic and Social Commission for Western Asia (#ESCWA) helps Arab States to achieve socioeconomic development & the @UN #GlobalGoals.,2014-05-06 11:49:10,13913,837,2099,True,2020-07-31 18:02:39,"Click here 👉 https://t.co/dsHdEcl7pz to discover daily #COVID19 prevalence rates in all #Arab countries, based on… https://t.co/NM1wgqksi4","['COVID19', 'Arab']",Hootsuite Inc.,False,neutral,"['click', 'discover', 'daily', 'covid', 'prevalence', 'rat', 'arab', 'countries', 'base']"
ELLIS CASHMORE,UK,"Honorary professor of sociology @AstonUniversity and author of Elizabeth Taylor. Views his own, not those of the university. Email: e.cashmore@outlook.com",2010-07-20 12:12:54,1959,2071,219,False,2020-08-01 16:32:07,"Instead of scaremongering over a ""2nd wave"" lockdown, remind us of ""the science"": #COVID19 transmits via  respirato… https://t.co/VCNkyeFaSf",['COVID19'],Twitter Web App,False,neutral,"['instead', 'scaremongering', 'nd', 'wave', 'lockdown', 'remind', 'us', 'science', 'covid', 'transmit', 'via', 'respirato']"
WHO African Region,"Brazzaville, Congo",Official twitter account for the World Health Organization Regional Office for Africa - WHO/AFRO,2012-04-03 14:18:21,209754,520,4325,True,2020-08-08 11:15:00,"WHO &amp; @MinofHealthUG are training 1,180 health workers across 54 districts in Infection Prevention &amp; Control #IPC t… https://t.co/gKipY517Uw",['IPC'],Twitter Web App,False,neutral,"['amp', 'minofhealthug', 'train', 'health', 'workers', 'across', 'district', 'infection', 'prevention', 'amp', 'control', 'ipc']"
Crawford Kilian,"North Vancouver, BC","Retired college teacher & persistent writer (journalism, science fiction, fantasy, regional history, education). Also blogging on too many subjects.",2009-01-15 22:39:28,9307,3031,1626,False,2020-08-01 16:25:32,"#COVID19 in Florida on Saturday: 9,642 new cases, 178 new deaths https://t.co/ridWRhwDls",['COVID19'],Typepad,False,neutral,"['covid', 'florida', 'saturday', 'new', 'case', 'new', 'deaths']"
Lauren Primerano,"New York, NY",“The girl with big dreams” Opinions are my own.,2009-04-07 14:37:19,436,875,2040,False,2020-07-25 03:57:47,What is the point of getting tested if you can’t get results?  Tomorrow will be 9 days and counting. #COVID19… https://t.co/gDlpuWBEsq,['COVID19'],Twitter for iPhone,False,neutral,"['point', 'get', 'test', 'cant', 'get', 'result', 'tomorrow', 'days', 'count', 'covid']"
myKhel.com,Bengaluru,"The sports channel of @Oneindia. A one-stop platform for all sports updates and live scores. Also see @myKhelHindi, @MykhelTamil, @myKhelTelugu, @MykhelKannada",2008-12-17 13:25:46,11066,902,151,False,2020-08-14 06:47:54,"Australia announce squad for England tour: Aaron Finch to lead, Glenn Maxwell, Marcus Stoinis return… https://t.co/5vJMqT469b",,My Khel,False,neutral,"['australia', 'announce', 'squad', 'england', 'tour', 'aaron', 'finch', 'lead', 'glenn', 'maxwell', 'marcus', 'stoinis', 'return']"
Keshi,DMV,PR/Communications/Sports &  Entertainment Specialist. AKA 💚💖/MVSU/U of Akron/ Co-host #GTLivechat covering NFL & NBA. Tweets are mine & RT not endorsements,2011-06-26 22:30:59,1829,1386,58845,False,2020-08-14 01:22:02,@GamingguyM @blitzchk @DeeDub67 @dbking65 @SharonaSZN @RL_Vandenberg @LoveThePuck @skywalker42811 While I think ope… https://t.co/JOVH9LgRUa,,Twitter for Android,False,neutral,"['gamingguym', 'blitzchk', 'deedub', 'dbking', 'sharonaszn', 'rl', 'vandenberg', 'lovethepuck', 'skywalker', 'think', 'ope']"
KM1PG,PULAU PINANG PULAU MUTIARA,MENJANA KEMAKMURAN SOSIAL MELALUI FORUM IDEALOGI & ANALISA KUPASAN • MAKMAL SENI PERSEPSI • ANAK PENANG ASLI • PUTTING THE THINK IN THE TANK • BETTER NATION,2013-03-19 12:00:20,427,131,379,False,2020-08-22 10:18:56,There are differentials between Western and Asian co-efficiencies in the #COVID19 SOP. The reason our infections do… https://t.co/tSKifg5JOc,['COVID19'],Twitter for iPhone,False,neutral,"['differentials', 'western', 'asian', 'coefficiencies', 'covid', 'sop', 'reason', 'infections']"
TheNYGalavant,NYC,"Just a native NYer galavanting about and providing commentary on all that is great about urban living, especially NYC...",2009-05-07 17:47:12,2135,2000,13024,False,2020-07-29 16:13:00,"https://t.co/aMkgkmmGyI

#Texas and #COVID19 logic... SMDH","['Texas', 'COVID19']",Twitter for Android,False,neutral,"['texas', 'covid', 'logic', 'smdh']"
PIB In Meghalaya,"शिलाँग, भारत","Official Twitter account of Press Information Bureau, Government of India, Shillong, Meghalaya.",2016-08-09 11:10:54,3485,156,288,True,2020-08-17 05:15:43,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 17 August, 2020, 08:00 AM)

✳️Confirmed cases: 2,647,663
✳️Act… https://t.co/LrK2O3UNdi","['CoronaVirusUpdates', 'COVID19']",Twitter for iPhone,False,neutral,"['coronavirusupdates', 'covid', 'india', 'tracker', 'august', 'confirm', 'case', 'act']"
martin Johnson,"Georgia, USA","I'm an award-winning screenwriter, blogger and author helping others to experience a deeper faith experience via what I've learned as a T.B.I. survivor.",2012-07-06 23:22:22,2854,4998,8802,False,2020-08-11 07:00:59,"If there is live in your heart, you do the right thing.  #TuesdayMorning  #scripture  #trump  #MitchMcConnell… https://t.co/QiWMv5Eit2","['TuesdayMorning', 'scripture', 'trump', 'MitchMcConnell']",Buffer,False,neutral,"['live', 'heart', 'right', 'thing', 'tuesdaymorning', 'scripture', 'trump', 'mitchmcconnell']"
Luke Pickard,United States,IT Director | #Instagram @secsportspics | Inventor | Creative Thinker | Musician | Future President,2008-04-20 04:50:41,124,322,859,False,2020-08-09 08:15:52,"Can we call next #NewYearsDay” “Do-over Day”? Just restart with 01/01/2020? Think about it... no one does taxes, no… https://t.co/zj27WaZrfU",['NewYearsDay'],Twitter for iPad,False,neutral,"['call', 'next', 'newyearsday', 'doover', 'day', 'restart', 'think', 'one', 'tax']"
PIB in Maharashtra 🇮🇳,"Mumbai, India","Zonal Office of Press Information Bureau @PIB_India, M/o Information & Broadcasting @MIB_India, Government of India, Mumbai, Maharashtra.",2011-06-02 08:39:48,36329,622,2576,True,2020-08-01 16:10:16,"#Maharashtra #COVID19 Updates for today

*⃣New Cases as on date - 9601
*⃣Total Cases till date - 4,31,719… https://t.co/AaIxAy5Qow","['Maharashtra', 'COVID19']",Twitter Web App,False,neutral,"['maharashtra', 'covid', 'update', 'today', 'new', 'case', 'date', 'total', 'case', 'till', 'date']"
sanikasurve8,"Mumbai, India",Latest Stock news and updates.,2018-04-18 06:53:13,500,446,1138,False,2020-08-04 05:10:21,"#Covid19 : From #RIL, to #TataProjects, #IndiaInc goes for antibody testing
https://t.co/2WA2aLMCL6","['Covid19', 'RIL', 'TataProjects', 'IndiaInc']",Twitter Web App,False,neutral,"['covid', 'ril', 'tataprojects', 'indiainc', 'go', 'antibody', 'test']"
Dr. Shahzad Faisal Chaudhary,United Kingdom,"Regenerative, Anti-aging, Metabolic & Functional Medicine💊🏋🏻‍♂️🏃🏽🥑🍇🥦🍱Only latest, non-manipulated & “GENUINE” scientific research 📑",2013-05-12 18:55:50,171,1797,229,False,2020-08-06 14:55:24,Why you might need to sport a #mask inside your own home #Coronavirus #SARSCoV2 #COVID19  https://t.co/KxZHkipB6f,"['mask', 'Coronavirus', 'SARSCoV2', 'COVID19']",Twitter for iPhone,False,neutral,"['might', 'need', 'sport', 'mask', 'inside', 'home', 'coronavirus', 'sarscov', 'covid']"
John Aldon,,,2019-05-20 17:51:07,70,140,23334,False,2020-08-22 10:11:51,The CDC states that yesterday (Aug. 21st) there were almost 45K new cases. Do you really think all of those people… https://t.co/tP7yVlgaDr,,Twitter for Android,False,neutral,"['cdc', 'state', 'yesterday', 'aug', 'st', 'almost', 'k', 'new', 'case', 'really', 'think', 'people']"
Wear a mask to protect others. Brexit is a con.,"London, UK, EU, Europe, Earth ","Slightly #LeftOfCentre. Lived/worked UK + other countries, inc: #EEA/#EU 🇪🇺. Whatever our problems, #Brexit won't help. #Gay 🏳️‍🌈. #RejoinEU. #IAmEuropean.",2016-09-09 07:35:29,913,1415,24296,False,2020-07-25 06:15:21,And we’re back to being bombarded by planes on landing approach to #Heathrow again. Every 2 minutes with out respit… https://t.co/abS3xhoNbf,['Heathrow'],Twitter for iPhone,False,neutral,"['back', 'bombard', 'plan', 'land', 'approach', 'heathrow', 'every', 'minutes', 'respit']"
Jay,Nigeria,"#Animal Lover
#Environmental Technologist 
#HSE Personnel
#Health to Wealth Coach
#Network Marketing PRO.
#Free Spirited
#Business Tycoon
#Boots&Heels
#Grace",2013-08-07 11:25:30,12,8,428,False,2020-07-28 05:38:24,"Stand your ground!

Your life is your responsibility, take ownership of it ! 

#bbnaijalockdown2020 #COVID19… https://t.co/IZSQt6nJPR","['bbnaijalockdown2020', 'COVID19']",Twitter for Android,False,neutral,"['stand', 'grind', 'life', 'responsibility', 'take', 'ownership', 'bbnaijalockdown', 'covid']"
Coronavirus Updates - Alexander Higgins,,An independent citizen journalist that aggregates and reports on news and political issues with a focus on government corruption and environmental activism.,2010-05-02 03:52:20,17215,6747,9879,False,2020-08-22 00:16:21,"US #CoronaVirus: 5,795,352 cases and 179,153 deaths reported in the United States to date.

49,080 new cases and 1,… https://t.co/bwSJAkGdjr",['CoronaVirus'],Alexander Higgins,False,neutral,"['us', 'coronavirus', 'case', 'deaths', 'report', 'unite', 'state', 'date', 'new', 'case']"
Yazeid Hafith,Reykjavik,"Public Health Specialist. B.S. in public health, health promotion, health education, and EMS. @KentCPH⚡️ @UNM 🐾 Alumnus.",2008-04-22 19:47:30,357,1279,57,False,2020-08-11 09:56:50,"#Russia becomes first country to approve a #COVID19 #vaccine, says #Putin @KremlinRussia_E @reham_HM @reejami92 https://t.co/4KX8B0bhmq","['Russia', 'COVID19', 'vaccine', 'Putin']",Twitter for iPhone,False,neutral,"['russia', 'become', 'first', 'country', 'approve', 'covid', 'vaccine', 'say', 'putin', 'kremlinrussia', 'e', 'reham', 'hm', 'reejami']"
Markets Today,"Tamil Nadu, India","Latest news updates.... Indian Stock markets NSE, BSE and World Stock markets related news and more.",2012-05-04 13:48:33,6378,58,28826,False,2020-08-09 03:09:07,#Xinjiang reported 15 new confirmed #COVID19 cases and 0 new asymptomatic COVID-19 patients on August 8. https://t.co/iWbCThcBAg,"['Xinjiang', 'COVID19']",Twitter for Android,False,neutral,"['xinjiang', 'report', 'new', 'confirm', 'covid', 'case', 'new', 'asymptomatic', 'covid', 'patients', 'august']"
The Millennium Project,Washington D.C.,Non-profit global Futures Research Think Tank working on improving humanity's prospects for building a better future. #TheMP,2011-04-21 20:10:22,1892,231,52,False,2020-08-06 14:57:40,CEO and executive director of the Millennium project @JeromeCGlenn spoke with Chicago's PBS station on the state of… https://t.co/FdLD7qMNXY,,Twitter Web App,False,neutral,"['ceo', 'executive', 'director', 'millennium', 'project', 'jeromecglenn', 'speak', 'chicago', 'pbs', 'station', 'state']"
siberX,Canada,"Roaming, customized platform for training, events and skills development. We utilize leading industry certifications to train and test professionals.",2018-07-31 00:04:21,499,931,1030,False,2020-08-10 16:08:36,"Dr Ann Cavoukian exploring exposure notification apps and relevant aspects of data collection, personal information… https://t.co/wmXlDeXjg4",,Hootsuite Inc.,False,neutral,"['dr', 'ann', 'cavoukian', 'explore', 'exposure', 'notification', 'apps', 'relevant', 'aspects', 'data', 'collection', 'personal', 'information']"
"Ever After Partners , LLC",,"EAP is a company that provides best service and best product through international logistics .
EAPは国際物流の知識･経験を生かして、満足いただける様々な製品･サービスの提供を目指す会社です。",2020-08-15 06:54:04,0,2,0,False,2020-08-18 16:10:37,"As one measures against the coronavirus we are  required alcohol disinfection, temperature measurement, or both bef… https://t.co/ed2Mp10Vk2",,Twitter for Android,False,neutral,"['one', 'measure', 'coronavirus', 'require', 'alcohol', 'disinfection', 'temperature', 'measurement', 'bef']"
Covid19Ireland,,"Daily tweets of the latest Covid-19 stats in Ireland.

Data source: https://t.co/IMpSG3GGSr
HSE contact tracing app: https://t.co/M6kIvxaze8",2020-07-12 15:14:34,5,1,0,False,2020-08-02 19:41:54,"Sunday 2 August 2020
Cases: 44 🦠
Deaths: 0 ⚰️
Recoveries: 0 🏥
#COVID19 #ireland #covid19Ireland","['COVID19', 'ireland', 'covid19Ireland']",,False,neutral,"['sunday', 'august', 'case', 'deaths', 'recoveries', 'covid', 'ireland', 'covidireland']"
Miss Thandi Beatrice,"Johannesburg, South Africa",Fashion blogger - Love Story teller - Expressionist -   visit my blog.,2012-07-17 06:59:12,896,467,4385,False,2020-07-27 06:25:02,"Accurate!
#bbnaijialockdown 
#SouthAfrica 
#COVID19 
#MondayMotivation 
#mondaythoughts https://t.co/XVwr2rP1m6","['bbnaijialockdown', 'SouthAfrica', 'COVID19', 'MondayMotivation', 'mondaythoughts']",Twitter for Android,False,neutral,"['accurate', 'bbnaijialockdown', 'southafrica', 'covid', 'mondaymotivation', 'mondaythoughts']"
BWC Deals,Promotions@BwcDeals.com,"We are an Amazon Associate & Tweets contain affiliate links. 

We support #CleartheLists #FTK #THON #HilinskisHope",2019-09-30 23:18:35,18797,16,4474,False,2020-07-28 04:02:01,"14% Off + clip $5 Coupon

Face Mask, Pack of 50 

https://t.co/dnROYNrnqI

#BwcDeals #COVID19 #CoronaVirus #Restock… https://t.co/mWpVW93lnU","['BwcDeals', 'COVID19', 'CoronaVirus', 'Restock']",Zoho Social,False,neutral,"['clip', 'coupon', 'face', 'mask', 'pack', 'bwcdeals', 'covid', 'coronavirus', 'restock']"
Jacqueline 🌊🌊🌊🌊🌊,,"I block trump supporters, I block racist. I wear a mask because COVID-19 is real. 😷 Biden 2020 🇺🇸 because I want decency back, I want my country back. 🇺🇸",2013-02-11 19:58:30,763,1366,73654,False,2020-07-31 18:23:54,"@mkraju #Trumps response to #childrendying in #schools will be exactly the same. 

#COVID19 
#coronavirus… https://t.co/fS51hJkES5","['Trumps', 'childrendying', 'schools', 'COVID19', 'coronavirus']",Twitter for iPad,False,neutral,"['mkraju', 'trump', 'response', 'childrendying', 'school', 'exactly', 'covid', 'coronavirus']"
Ronnie Baticulon,"Manila, PH","Pediatric neurosurgeon (@pghneurosurgery), associate professor (@upmanilaonline), writer (#SomeDaysBook). Medicine, literature, and other geeky things.",2012-06-23 13:56:06,17034,1202,8721,False,2020-07-27 01:41:47,"When I wrote this essay 4 months ago, we had 200 cases of #COVID19. Now, we have 80,000+. Many more Filipinos will… https://t.co/DtcmNq9lgs",['COVID19'],Twitter for iPhone,False,neutral,"['write', 'essay', 'months', 'ago', 'case', 'covid', 'many', 'filipinos']"
The Coronavirus Gazette,,"Global updates on the spreading ""Coronavirus Disease 2019"" (COVID-19) and other breaking news. Non-virus reports are under ""Special Report""",2020-03-09 01:00:58,183,11,14,False,2020-07-26 03:16:50,"India reports 48,472 new #COVID19 cases along with 690 new deaths

https://t.co/0W0AsBy5yN https://t.co/KmP9vSPjuh",['COVID19'],TweetDeck,False,neutral,"['india', 'report', 'new', 'covid', 'case', 'along', 'new', 'deaths']"
Medical Science and Technology #StayAlert,Italia,"Biological Disruption, disrupting Technological Disruption, changes EVERYTHING. Code of Conduct: 🇬🇧https://t.co/4CwhzEj3eZ 🇮🇹https://t.co/UDGH9AWUXU",2019-08-22 13:21:22,229,1,83,False,2020-08-04 07:40:07,"🔝Transmission of SARS-CoV-2 in Australian educational settings: a prospective cohort study
»… https://t.co/wEvqml5YPJ",,Twitter Web App,False,neutral,"['transmission', 'sarscov', 'australian', 'educational', 'settings', 'prospective', 'cohort', 'study']"
Amruth jagtap,"Bengaluru, India","Trolls welcomed, Sarcasm Pun intended. Sachin Tendulkar fan, love using Gifs in my tweets,Indian National Congress Supporter",2015-10-25 09:44:43,199,357,26405,False,2020-07-26 08:11:10,"#tonorrow #COVIDー19 #Covid19KarnatakaUpdate #Covid19 #Covidindia #CoronaUpdatesInIndia #CoronavirusIndia #India 
Ne… https://t.co/DIhif9G6oD","['tonorrow', 'COVIDー19', 'Covid19KarnatakaUpdate', 'Covid19', 'Covidindia', 'CoronaUpdatesInIndia', 'CoronavirusIndia', 'India']",Twitter for Android,False,neutral,"['tonorrow', 'covid', 'covidkarnatakaupdate', 'covid', 'covidindia', 'coronaupdatesinindia', 'coronavirusindia', 'india', 'ne']"
Dr. Saymo,,"Tant que je respire,  j'espère 🙏🏻 |
 doctor 👨🏻‍⚕️  | 
🇹🇳  | 
🗣 I tweet about : 🏀  📚 🗞  📰 💡 📽   🎼  🏥  ⚕  ⚗  🎮  ☕  🎾  ⚽️  💲 📈  🌅  🌄  🚀 📸 .",2020-03-29 09:48:23,615,56,2818,False,2020-08-11 09:38:18,"🗣🦠 #Russia announces world's first #COVID19 #vaccine, #Putin's daughter gets vaccinated 🙌🏻","['Russia', 'COVID19', 'vaccine', 'Putin']",Twitter for Android,False,neutral,"['russia', 'announce', 'world', 'first', 'covid', 'vaccine', 'putin', 'daughter', 'get', 'vaccinate']"
c̷̳̒̆̓̍̔͠͝o̵͎͝ŗ̷̟͚̙͈̗̿̈́̌̒̊̃̿̔̕̚͝ń̸̘͋̂͛͑̅̔͋̍̈́̂͗͠͝,,Fluent in Newspeak,2020-07-15 05:33:16,1,23,5,False,2020-07-26 04:15:43,When COVID-20 coming out? #COVID19 #coronavirus,"['COVID19', 'coronavirus']",Twitter Web App,False,neutral,"['covid', 'come', 'covid', 'coronavirus']"
Rubber World Industry LLC,"Ajman, UAE",The first and leading manufacturer of #RubberInsulation in #UAE. #HVAC #MEP #Construction #Contracting #GulfOFlex,2014-01-20 20:07:10,111,86,58,False,2020-08-08 13:40:48,"Stand together but not standing together!

#gulfoflex® #COVID19 #covid19awareness #GulfOGate #socialdistancing… https://t.co/uIRCjvDQP9","['gulfoflex', 'COVID19', 'covid19awareness', 'GulfOGate', 'socialdistancing']",Instagram,False,neutral,"['stand', 'together', 'stand', 'together', 'gulfoflex', 'covid', 'covidawareness', 'gulfogate', 'socialdistancing']"
Oryx,"Cambridge, England","Oryx—The International Journal of Conservation publishes leading research on biodiversity, conservation practice & the socio-economic dimensions of conservation",2009-11-30 10:30:07,3522,893,892,False,2020-07-25 10:30:07,Looking for some weekend reading? Our Briefly section summarizes a selection of conservation news from around the w… https://t.co/nMtAeWv0EK,,Hootsuite Inc.,False,neutral,"['look', 'weekend', 'read', 'briefly', 'section', 'summarize', 'selection', 'conservation', 'news', 'around', 'w']"
Blood Donors India,"Mumbai, India","Focused on matching blood donors with those in need. No followers here, only contributors. Spread the word, help save lives. We save 8/day.",2008-12-23 07:55:39,1216642,2071,19462,True,2020-07-31 18:17:50,"#Patna
Need #Blood Type :  A-positive
At : AIIMS 
Blood Component : Need Plasma from A+ve #COVID19 recovered patien… https://t.co/LLynqR6JyC","['Patna', 'Blood', 'COVID19']",Blood Donors India,False,neutral,"['patna', 'need', 'blood', 'type', 'apositive', 'aiims', 'blood', 'component', 'need', 'plasma', 'ave', 'covid', 'recover', 'patien']"
@simbom,"Harare, Zimbabwe",,2019-03-18 16:27:22,9,179,105,False,2020-08-22 10:13:21,"@nickmangwana @edmnangagwa Do virtual meetings.
#covid19",['covid19'],Twitter Web App,False,neutral,"['nickmangwana', 'edmnangagwa', 'virtual', 'meet', 'covid']"
Xinhua North America,"No.97A, Xuanwumen Xidajie, Xicheng District, Beijing, China",Xinhua News Agency North America brings China insight and global view on North American affairs.,2016-12-05 14:26:51,38744,8,6,True,2020-08-01 18:38:32,"Global #COVID19 deaths surpass 680,000: Johns Hopkins University https://t.co/96Kc0FVbEB https://t.co/pn7GLZEdgB",['COVID19'],XHNorthAmerica,False,neutral,"['global', 'covid', 'deaths', 'surpass', 'johns', 'hopkins', 'university']"
Corona Heads Up,,,2020-02-14 09:52:48,49,0,30,False,2020-08-13 09:54:35,"#Superspreaders fuelling #COVID19 cases

Hong Kong has linked 80% of the city's #coronavirus infections back to jus… https://t.co/2kAcljvfr2","['Superspreaders', 'COVID19', 'coronavirus']",Twitter Web App,False,neutral,"['superspreaders', 'fuel', 'covid', 'case', 'hong', 'kong', 'link', 'city', 'coronavirus', 'infections', 'back', 'jus']"
Ebenezer O. Ayelabola,,IG: @benayelabola,2011-04-01 16:42:54,1423,1389,7732,False,2020-08-10 15:51:15,"@MyFCMB enough reason to close my account and move the corporate account I'm signatory to.
#MaguGate
#COVID19… https://t.co/ODzb4fMBW0","['MaguGate', 'COVID19']",Twitter for Android,False,neutral,"['myfcmb', 'enough', 'reason', 'close', 'account', 'move', 'corporate', 'account', 'signatory', 'magugate', 'covid']"
ADB in The Philippines,Republic of the Philippines,ADB is one of the Philippines’ biggest sources of official development assistance,2016-01-12 09:18:39,1788,450,1603,False,2020-07-27 04:00:00,How has #COVID19 affected businesses in the Philippines? This report draws on a survey of businesses to provide ini… https://t.co/RXtUSdaNWk,['COVID19'],Twitter Web App,False,neutral,"['covid', 'affect', 'businesses', 'philippines', 'report', 'draw', 'survey', 'businesses', 'provide', 'ini']"
Al,"Appleton, Wi ","I love hunting, fishing and the outdoors. Huge sports guy! God, family, and the Green Bay Packers. In that order. Vince Lombardi",2011-07-08 04:10:49,39,267,827,False,2020-08-01 18:26:22,Since athletes can opt out and not work. Due to covid and health reasons. Can us regular workers? Just asking. #COVID19 #covidsucks,"['COVID19', 'covidsucks']",Twitter for iPhone,False,neutral,"['since', 'athletes', 'opt', 'work', 'due', 'covid', 'health', 'reason', 'us', 'regular', 'workers', 'ask', 'covid', 'covidsucks']"
Dr. Stephen M. Hahn,"Silver Spring, MD",24th Commissioner of Food and Drugs - @US_FDA,2014-12-03 19:50:35,72900,727,31,True,2020-07-25 00:56:14,"FDA’s authorization of the first diagnostic test to be used for anyone, regardless of whether they are showing symp… https://t.co/2jDupjWWX8",,Twitter Web App,False,neutral,"['fdas', 'authorization', 'first', 'diagnostic', 'test', 'use', 'anyone', 'regardless', 'whether', 'show', 'symp']"
Hyderabad Times,Hyderabad,Official handle of Hyderabad Times,2012-03-23 07:40:30,44806,813,690,True,2020-08-14 04:30:00,Check out the Hyderabad Times e-paper: https://t.co/RaFs4ccNZr and head to E-times for more movie news:… https://t.co/XelWJ26a6m,,TweetDeck,False,neutral,"['check', 'hyderabad', 'time', 'epaper', 'head', 'etimes', 'movie', 'news']"
Yogi,,💯% Follow Back,2010-05-05 09:08:08,11364,10593,7709,False,2020-08-17 03:56:00,"3,00,00,000 : 3 Crores plus 

Total test India has done

#coronavirus #CoronaOutbreak #Wuhan  #China #COVID19… https://t.co/ubaswnJhVs","['coronavirus', 'CoronaOutbreak', 'Wuhan', 'China', 'COVID19']",Twitter Web App,False,neutral,"['crores', 'plus', 'total', 'test', 'india', 'do', 'coronavirus', 'coronaoutbreak', 'wuhan', 'china', 'covid']"
Amanda Zane,NYC,"Professional Dresser, defender of truth, feeler of feelings...",2010-07-12 12:53:48,57,375,4368,False,2020-08-01 16:32:47,"I may not be able to afford food or rent this month, but I did just buy a $65 face cream on sale for $19...my fathe… https://t.co/b7x0oVgFyi",,Twitter for iPhone,False,neutral,"['may', 'able', 'afford', 'food', 'rent', 'month', 'buy', 'face', 'cream', 'sale', 'fathe']"
"Dr.Bosire Wairimu MD, MSc, MBA","Nairobi,Kenya",HumanRights|KeTop40U40| AspenFellow|Co-ExecDirector UHAI EASHRI|Former CEO KMA|2019Point Of QueenAwardee|2019 Accountability Leadership Awardee|Co-Founder360H&W,2011-10-15 08:40:47,11752,2510,12454,False,2020-08-02 17:27:31,@kenjapala Close it! #COVID19 is real 🤣,['COVID19'],Twitter for Android,False,neutral,"['kenjapala', 'close', 'covid', 'real']"
Vikas Tak,"Ajmer, Raj.","Reporter, News Nation... Tweets, Replies And News are Personal, It is not Related to The Channel...",2018-06-13 17:10:01,98,155,206,False,2020-07-25 05:21:36,"#Rajasthan #COVID19 10:30am update

#StaySafe
557new +ve, 6 Deaths reports

#Alwar 313 (Highest)
#Hanumagarh 4… https://t.co/iDWXHMYIpb","['Rajasthan', 'COVID19', 'StaySafe', 'Alwar', 'Hanumagarh']",Twitter for Android,False,neutral,"['rajasthan', 'covid', 'update', 'staysafe', 'new', 'deaths', 'report', 'alwar', 'highest', 'hanumagarh']"
Brittany,,"I spend a lot of time figuring out how to be a better mom and teacher. 

Lover of Studio Ghibli, Animal Crossing, baking, and amateur sleuthing.",2020-06-27 21:24:50,6,34,288,False,2020-07-25 05:11:58,Why is no one talking about Herman Cain? He has been in the hospital for over two weeks now and hasn't even been ab… https://t.co/OOrWbBUo5a,,Twitter Web App,False,neutral,"['one', 'talk', 'herman', 'cain', 'hospital', 'two', 'weeks', 'even', 'ab']"
Show🇳🇬🇳🇬,"Abuja, Nigeria",I am simply mE...,2018-12-22 01:16:39,110,221,154,False,2020-07-28 04:33:59,"#BBNaijia 
#COVID19 
 
Corporate shoes available @ highly affordable prices..
Dm with ur spec.. nd get the prices
H… https://t.co/suSkGlPuqG","['BBNaijia', 'COVID19']",Twitter for Android,False,neutral,"['bbnaijia', 'covid', 'corporate', 'shoe', 'available', 'highly', 'affordable', 'price', 'dm', 'ur', 'spec', 'nd', 'get', 'price', 'h']"
SAMNET,"Durban, South Africa",The South African Muslim Network. Networking for a better South Africa. Contact us at info@samnet.co.za,2009-11-24 10:02:34,2146,2728,2386,False,2020-08-22 04:52:14,#COVID19 Statistics in SA as at 21 August. https://t.co/mCEeUQ3i9j,['COVID19'],Twitter for Android,False,neutral,"['covid', 'statistics', 'sa', 'august']"
Ehan Rano,,Hello guys my name is Ehan and I live in NYC and I support cuomo please go follow him and I write tweets almost every day,2020-07-07 16:38:58,8,217,26,False,2020-08-22 02:32:31,"New York's 24-hour #COVID19 data as of 5:30pm ET 8/21/20, via https://t.co/okoYx2cTcF:

New tests: 98,880 (+26% vs.… https://t.co/ip2vsEYtY8",['COVID19'],Twitter Web App,False,neutral,"['new', 'york', 'hour', 'covid', 'data', 'pm', 'et', 'via', 'new', 'test', 'vs']"
nancy Petersen,,,2015-10-03 15:03:23,1429,618,6859,False,2020-07-31 17:42:44,"#COVID19  the future of medicine?
https://t.co/gAk7Jcb0YH",['COVID19'],Twitter Web App,False,neutral,"['covid', 'future', 'medicine']"
EY UKI,United Kingdom,"EY, a leading global professional services organisation. News and content from the UK and Ireland.",2011-05-12 04:38:14,28215,837,3260,True,2020-08-10 16:00:03,In the first episode of EY Real Insights we explore #leadership in the time of #COVID19 with Sally Ford @arqiva and… https://t.co/eEBCaRPnuC,"['leadership', 'COVID19']",Sprinklr,False,neutral,"['first', 'episode', 'ey', 'real', 'insights', 'explore', 'leadership', 'time', 'covid', 'sally', 'ford', 'arqiva']"
